pair,a,b
BBDC4-CPFE3,BBDC4,CPFE3
BBDC4-CPLE6,BBDC4,CPLE6
BBDC4-CSAN3,BBDC4,CSAN3
BBDC4-CSNA3,BBDC4,CSNA3
BBDC4-CVCB3,BBDC4,CVCB3
BBDC4-CXSE3,BBDC4,CXSE3
BBDC4-CYRE3,BBDC4,CYRE3
BBDC4-DIRR3,BBDC4,DIRR3
BBDC4-EGIE3,BBDC4,EGIE3
BBDC4-ELET3,BBDC4,ELET3
BBDC4-ELET6,BBDC4,ELET6
BBDC4-EMBR3,BBDC4,EMBR3
BBDC4-ENEV3,BBDC4,ENEV3
BBDC4-ENGI11,BBDC4,ENGI11
BBDC4-EQTL3,BBDC4,EQTL3
BBDC4-FLRY3,BBDC4,FLRY3
BBDC4-GGBR4,BBDC4,GGBR4
BBDC4-GOAU4,BBDC4,GOAU4
BBDC4-HYPE3,BBDC4,HYPE3
BBDC4-IGTI11,BBDC4,IGTI11
BBDC4-ISAE4,BBDC4,ISAE4
BBDC4-ITSA4,BBDC4,ITSA4
BBDC4-ITUB4,BBDC4,ITUB4
BBDC4-KLBN11,BBDC4,KLBN11
BBDC4-LREN3,BBDC4,LREN3
BBDC4-MOTV3,BBDC4,MOTV3
BBDC4-MRFG3,BBDC4,MRFG3
BBDC4-MRVE3,BBDC4,MRVE3
BBDC4-MULT3,BBDC4,MULT3
BBDC4-NATU3,BBDC4,NATU3
BBDC4-PETR3,BBDC4,PETR3
BBDC4-PETR4,BBDC4,PETR4
BBDC4-PETZ3,BBDC4,PETZ3
BBDC4-POMO4,BBDC4,POMO4
BBDC4-PRIO3,BBDC4,PRIO3
BBDC4-PSSA3,BBDC4,PSSA3
BBDC4-RADL3,BBDC4,RADL3
BBDC4-RAIL3,BBDC4,RAIL3
BBDC4-RAIZ4,BBDC4,RAIZ4
BBDC4-RDOR3,BBDC4,RDOR3
BBDC4-RECV3,BBDC4,RECV3
BBDC4-RENT3,BBDC4,RENT3
BBDC4-SANB11,BBDC4,SANB11
BBDC4-SBSP3,BBDC4,SBSP3
BBDC4-SLCE3,BBDC4,SLCE3
BBDC4-SMFT3,BBDC4,SMFT3
BBDC4-SMTO3,BBDC4,SMTO3
BBDC4-STBP3,BBDC4,STBP3
BBDC4-TAEE11,BBDC4,TAEE11
BBDC4-TIMS3,BBDC4,TIMS3
BBDC4-TOTS3,BBDC4,TOTS3
BBDC4-UGPA3,BBDC4,UGPA3
BBDC4-USIM5,BBDC4,USIM5
BBDC4-VALE3,BBDC4,VALE3
BBDC4-VAMO3,BBDC4,VAMO3
BBDC4-VIVA3,BBDC4,VIVA3
BBDC4-VIVT3,BBDC4,VIVT3
BBDC4-WEGE3,BBDC4,WEGE3
BBDC4-YDUQ3,BBDC4,YDUQ3
BBSE3-BEEF3,BBSE3,BEEF3
BBSE3-BPAC11,BBSE3,BPAC11
BBSE3-BRAP4,BBSE3,BRAP4
BBSE3-BRAV3,BBSE3,BRAV3
BBSE3-BRFS3,BBSE3,BRFS3
BBSE3-BRKM5,BBSE3,BRKM5
BBSE3-CMIG4,BBSE3,CMIG4
BBSE3-CMIN3,BBSE3,CMIN3
BBSE3-COGN3,BBSE3,COGN3
BBSE3-CPFE3,BBSE3,CPFE3
BBSE3-CPLE6,BBSE3,CPLE6
BBSE3-CSAN3,BBSE3,CSAN3
BBSE3-CSNA3,BBSE3,CSNA3
BBSE3-CVCB3,BBSE3,CVCB3
BBSE3-CXSE3,BBSE3,CXSE3
BBSE3-CYRE3,BBSE3,CYRE3
BBSE3-DIRR3,BBSE3,DIRR3
BBSE3-EGIE3,BBSE3,EGIE3
BBSE3-ELET3,BBSE3,ELET3
BBSE3-ELET6,BBSE3,ELET6
BBSE3-EMBR3,BBSE3,EMBR3
BBSE3-ENEV3,BBSE3,ENEV3
BBSE3-ENGI11,BBSE3,ENGI11
BBSE3-EQTL3,BBSE3,EQTL3
BBSE3-FLRY3,BBSE3,FLRY3
BBSE3-GGBR4,BBSE3,GGBR4
BBSE3-GOAU4,BBSE3,GOAU4
BBSE3-HYPE3,BBSE3,HYPE3
BBSE3-IGTI11,BBSE3,IGTI11
BBSE3-ISAE4,BBSE3,ISAE4
BBSE3-ITSA4,BBSE3,ITSA4
BBSE3-ITUB4,BBSE3,ITUB4
BBSE3-KLBN11,BBSE3,KLBN11
BBSE3-LREN3,BBSE3,LREN3
BBSE3-MOTV3,BBSE3,MOTV3
BBSE3-MRFG3,BBSE3,MRFG3
BBSE3-MRVE3,BBSE3,MRVE3
BBSE3-MULT3,BBSE3,MULT3
BBSE3-NATU3,BBSE3,NATU3
BBSE3-PETR3,BBSE3,PETR3
BBSE3-PETR4,BBSE3,PETR4
BBSE3-PETZ3,BBSE3,PETZ3
BBSE3-POMO4,BBSE3,POMO4
BBSE3-PRIO3,BBSE3,PRIO3
BBSE3-PSSA3,BBSE3,PSSA3
BBSE3-RADL3,BBSE3,RADL3
BBSE3-RAIL3,BBSE3,RAIL3
BBSE3-RAIZ4,BBSE3,RAIZ4
BBSE3-RDOR3,BBSE3,RDOR3
BBSE3-RECV3,BBSE3,RECV3
BBSE3-RENT3,BBSE3,RENT3
BBSE3-SANB11,BBSE3,SANB11
BBSE3-SBSP3,BBSE3,SBSP3
BBSE3-SLCE3,BBSE3,SLCE3
BBSE3-SMFT3,BBSE3,SMFT3
BBSE3-SMTO3,BBSE3,SMTO3
BBSE3-STBP3,BBSE3,STBP3
BBSE3-TAEE11,BBSE3,TAEE11
BBSE3-TIMS3,BBSE3,TIMS3
BBSE3-TOTS3,BBSE3,TOTS3
BBSE3-UGPA3,BBSE3,UGPA3
BBSE3-USIM5,BBSE3,USIM5
BBSE3-VALE3,BBSE3,VALE3
BBSE3-VAMO3,BBSE3,VAMO3
BBSE3-VIVA3,BBSE3,VIVA3
BBSE3-VIVT3,BBSE3,VIVT3
BBSE3-WEGE3,BBSE3,WEGE3
BBSE3-YDUQ3,BBSE3,YDUQ3
BEEF3-BPAC11,BEEF3,BPAC11
BEEF3-BRAP4,BEEF3,BRAP4
BEEF3-BRAV3,BEEF3,BRAV3
BEEF3-BRFS3,BEEF3,BRFS3
BEEF3-BRKM5,BEEF3,BRKM5
BEEF3-CMIG4,BEEF3,CMIG4
BEEF3-CMIN3,BEEF3,CMIN3
BEEF3-COGN3,BEEF3,COGN3
BEEF3-CPFE3,BEEF3,CPFE3
BEEF3-CPLE6,BEEF3,CPLE6
BEEF3-CSAN3,BEEF3,CSAN3
BEEF3-CSNA3,BEEF3,CSNA3
BEEF3-CVCB3,BEEF3,CVCB3
BEEF3-CXSE3,BEEF3,CXSE3
BEEF3-CYRE3,BEEF3,CYRE3
BEEF3-DIRR3,BEEF3,DIRR3
BEEF3-EGIE3,BEEF3,EGIE3
BEEF3-ELET3,BEEF3,ELET3
BEEF3-ELET6,BEEF3,ELET6
BEEF3-EMBR3,BEEF3,EMBR3
BEEF3-ENEV3,BEEF3,ENEV3
BEEF3-ENGI11,BEEF3,ENGI11
BEEF3-EQTL3,BEEF3,EQTL3
BEEF3-FLRY3,BEEF3,FLRY3
BEEF3-GGBR4,BEEF3,GGBR4
BEEF3-GOAU4,BEEF3,GOAU4
BEEF3-HYPE3,BEEF3,HYPE3
BEEF3-IGTI11,BEEF3,IGTI11
BEEF3-ISAE4,BEEF3,ISAE4
BEEF3-ITSA4,BEEF3,ITSA4
BEEF3-ITUB4,BEEF3,ITUB4
BEEF3-KLBN11,BEEF3,KLBN11
BEEF3-LREN3,BEEF3,LREN3
BEEF3-MOTV3,BEEF3,MOTV3
BEEF3-MRFG3,BEEF3,MRFG3
BEEF3-MRVE3,BEEF3,MRVE3
BEEF3-MULT3,BEEF3,MULT3
BEEF3-NATU3,BEEF3,NATU3
BEEF3-PETR3,BEEF3,PETR3
BEEF3-PETR4,BEEF3,PETR4
BEEF3-PETZ3,BEEF3,PETZ3
BEEF3-POMO4,BEEF3,POMO4
BEEF3-PRIO3,BEEF3,PRIO3
BEEF3-PSSA3,BEEF3,PSSA3
BEEF3-RADL3,BEEF3,RADL3
BEEF3-RAIL3,BEEF3,RAIL3
BEEF3-RAIZ4,BEEF3,RAIZ4
BEEF3-RDOR3,BEEF3,RDOR3
BEEF3-RECV3,BEEF3,RECV3
BEEF3-RENT3,BEEF3,RENT3
BEEF3-SANB11,BEEF3,SANB11
BEEF3-SBSP3,BEEF3,SBSP3
BEEF3-SLCE3,BEEF3,SLCE3
BEEF3-SMFT3,BEEF3,SMFT3
BEEF3-SMTO3,BEEF3,SMTO3
BEEF3-STBP3,BEEF3,STBP3
BEEF3-TAEE11,BEEF3,TAEE11
BEEF3-TIMS3,BEEF3,TIMS3
BEEF3-TOTS3,BEEF3,TOTS3
BEEF3-UGPA3,BEEF3,UGPA3
BEEF3-USIM5,BEEF3,USIM5
BEEF3-VALE3,BEEF3,VALE3
BEEF3-VAMO3,BEEF3,VAMO3
BEEF3-VIVA3,BEEF3,VIVA3
BEEF3-VIVT3,BEEF3,VIVT3
BEEF3-WEGE3,BEEF3,WEGE3
BEEF3-YDUQ3,BEEF3,YDUQ3
BPAC11-BRAP4,BPAC11,BRAP4
BPAC11-BRAV3,BPAC11,BRAV3
BPAC11-BRFS3,BPAC11,BRFS3
BPAC11-BRKM5,BPAC11,BRKM5
BPAC11-CMIG4,BPAC11,CMIG4
BPAC11-CMIN3,BPAC11,CMIN3
BPAC11-COGN3,BPAC11,COGN3
BPAC11-CPFE3,BPAC11,CPFE3
BPAC11-CPLE6,BPAC11,CPLE6
BPAC11-CSAN3,BPAC11,CSAN3
BPAC11-CSNA3,BPAC11,CSNA3
BPAC11-CVCB3,BPAC11,CVCB3
BPAC11-CXSE3,BPAC11,CXSE3
BPAC11-CYRE3,BPAC11,CYRE3
BPAC11-DIRR3,BPAC11,DIRR3
BPAC11-EGIE3,BPAC11,EGIE3
BPAC11-ELET3,BPAC11,ELET3
BPAC11-ELET6,BPAC11,ELET6
BPAC11-EMBR3,BPAC11,EMBR3
BPAC11-ENEV3,BPAC11,ENEV3
BPAC11-ENGI11,BPAC11,ENGI11
BPAC11-EQTL3,BPAC11,EQTL3
BPAC11-FLRY3,BPAC11,FLRY3
BPAC11-GGBR4,BPAC11,GGBR4
BPAC11-GOAU4,BPAC11,GOAU4
BPAC11-HYPE3,BPAC11,HYPE3
BPAC11-IGTI11,BPAC11,IGTI11
BPAC11-ISAE4,BPAC11,ISAE4
BPAC11-ITSA4,BPAC11,ITSA4
BPAC11-ITUB4,BPAC11,ITUB4
BPAC11-KLBN11,BPAC11,KLBN11
BPAC11-LREN3,BPAC11,LREN3
BPAC11-MOTV3,BPAC11,MOTV3
BPAC11-MRFG3,BPAC11,MRFG3
BPAC11-MRVE3,BPAC11,MRVE3
BPAC11-MULT3,BPAC11,MULT3
BPAC11-NATU3,BPAC11,NATU3
BPAC11-PETR3,BPAC11,PETR3
BPAC11-PETR4,BPAC11,PETR4
BPAC11-PETZ3,BPAC11,PETZ3
BPAC11-POMO4,BPAC11,POMO4
BPAC11-PRIO3,BPAC11,PRIO3
BPAC11-PSSA3,BPAC11,PSSA3
BPAC11-RADL3,BPAC11,RADL3
BPAC11-RAIL3,BPAC11,RAIL3
BPAC11-RAIZ4,BPAC11,RAIZ4
BPAC11-RDOR3,BPAC11,RDOR3
BPAC11-RECV3,BPAC11,RECV3
BPAC11-RENT3,BPAC11,RENT3
BPAC11-SANB11,BPAC11,SANB11
BPAC11-SBSP3,BPAC11,SBSP3
BPAC11-SLCE3,BPAC11,SLCE3
BPAC11-SMFT3,BPAC11,SMFT3
BPAC11-SMTO3,BPAC11,SMTO3
BPAC11-STBP3,BPAC11,STBP3
BPAC11-TAEE11,BPAC11,TAEE11
BPAC11-TIMS3,BPAC11,TIMS3
BPAC11-TOTS3,BPAC11,TOTS3
BPAC11-UGPA3,BPAC11,UGPA3
BPAC11-USIM5,BPAC11,USIM5
BPAC11-VALE3,BPAC11,VALE3
BPAC11-VAMO3,BPAC11,VAMO3
BPAC11-VIVA3,BPAC11,VIVA3
BPAC11-VIVT3,BPAC11,VIVT3
BPAC11-WEGE3,BPAC11,WEGE3
BPAC11-YDUQ3,BPAC11,YDUQ3
BRAP4-BRAV3,BRAP4,BRAV3
BRAP4-BRFS3,BRAP4,BRFS3
BRAP4-BRKM5,BRAP4,BRKM5
BRAP4-CMIG4,BRAP4,CMIG4
BRAP4-CMIN3,BRAP4,CMIN3
BRAP4-COGN3,BRAP4,COGN3
BRAP4-CPFE3,BRAP4,CPFE3
BRAP4-CPLE6,BRAP4,CPLE6
BRAP4-CSAN3,BRAP4,CSAN3
BRAP4-CSNA3,BRAP4,CSNA3
BRAP4-CVCB3,BRAP4,CVCB3
BRAP4-CXSE3,BRAP4,CXSE3
BRAP4-CYRE3,BRAP4,CYRE3
BRAP4-DIRR3,BRAP4,DIRR3
BRAP4-EGIE3,BRAP4,EGIE3
BRAP4-ELET3,BRAP4,ELET3
BRAP4-ELET6,BRAP4,ELET6
BRAP4-EMBR3,BRAP4,EMBR3
BRAP4-ENEV3,BRAP4,ENEV3
BRAP4-ENGI11,BRAP4,ENGI11
BRAP4-EQTL3,BRAP4,EQTL3
BRAP4-FLRY3,BRAP4,FLRY3
BRAP4-GGBR4,BRAP4,GGBR4
BRAP4-GOAU4,BRAP4,GOAU4
BRAP4-HYPE3,BRAP4,HYPE3
BRAP4-IGTI11,BRAP4,IGTI11
BRAP4-ISAE4,BRAP4,ISAE4
BRAP4-ITSA4,BRAP4,ITSA4
BRAP4-ITUB4,BRAP4,ITUB4
BRAP4-KLBN11,BRAP4,KLBN11
BRAP4-LREN3,BRAP4,LREN3
BRAP4-MOTV3,BRAP4,MOTV3
BRAP4-MRFG3,BRAP4,MRFG3
BRAP4-MRVE3,BRAP4,MRVE3
BRAP4-MULT3,BRAP4,MULT3
BRAP4-NATU3,BRAP4,NATU3
BRAP4-PETR3,BRAP4,PETR3
BRAP4-PETR4,BRAP4,PETR4
BRAP4-PETZ3,BRAP4,PETZ3
BRAP4-POMO4,BRAP4,POMO4
BRAP4-PRIO3,BRAP4,PRIO3
BRAP4-PSSA3,BRAP4,PSSA3
BRAP4-RADL3,BRAP4,RADL3
BRAP4-RAIL3,BRAP4,RAIL3
BRAP4-RAIZ4,BRAP4,RAIZ4
BRAP4-RDOR3,BRAP4,RDOR3
BRAP4-RECV3,BRAP4,RECV3
BRAP4-RENT3,BRAP4,RENT3
BRAP4-SANB11,BRAP4,SANB11
BRAP4-SBSP3,BRAP4,SBSP3
BRAP4-SLCE3,BRAP4,SLCE3
BRAP4-SMFT3,BRAP4,SMFT3
BRAP4-SMTO3,BRAP4,SMTO3
BRAP4-STBP3,BRAP4,STBP3
BRAP4-TAEE11,BRAP4,TAEE11
BRAP4-TIMS3,BRAP4,TIMS3
BRAP4-TOTS3,BRAP4,TOTS3
BRAP4-UGPA3,BRAP4,UGPA3
BRAP4-USIM5,BRAP4,USIM5
BRAP4-VALE3,BRAP4,VALE3
BRAP4-VAMO3,BRAP4,VAMO3
BRAP4-VIVA3,BRAP4,VIVA3
BRAP4-VIVT3,BRAP4,VIVT3
BRAP4-WEGE3,BRAP4,WEGE3
BRAP4-YDUQ3,BRAP4,YDUQ3
BRAV3-BRFS3,BRAV3,BRFS3
BRAV3-BRKM5,BRAV3,BRKM5
BRAV3-CMIG4,BRAV3,CMIG4
BRAV3-CMIN3,BRAV3,CMIN3
BRAV3-COGN3,BRAV3,COGN3
BRAV3-CPFE3,BRAV3,CPFE3
BRAV3-CPLE6,BRAV3,CPLE6
BRAV3-CSAN3,BRAV3,CSAN3
BRAV3-CSNA3,BRAV3,CSNA3
BRAV3-CVCB3,BRAV3,CVCB3
BRAV3-CXSE3,BRAV3,CXSE3
BRAV3-CYRE3,BRAV3,CYRE3
BRAV3-DIRR3,BRAV3,DIRR3
BRAV3-EGIE3,BRAV3,EGIE3
BRAV3-ELET3,BRAV3,ELET3
BRAV3-ELET6,BRAV3,ELET6
BRAV3-EMBR3,BRAV3,EMBR3
BRAV3-ENEV3,BRAV3,ENEV3
BRAV3-ENGI11,BRAV3,ENGI11
BRAV3-EQTL3,BRAV3,EQTL3
BRAV3-FLRY3,BRAV3,FLRY3
BRAV3-GGBR4,BRAV3,GGBR4
BRAV3-GOAU4,BRAV3,GOAU4
BRAV3-HYPE3,BRAV3,HYPE3
BRAV3-IGTI11,BRAV3,IGTI11
BRAV3-ISAE4,BRAV3,ISAE4
BRAV3-ITSA4,BRAV3,ITSA4
BRAV3-ITUB4,BRAV3,ITUB4
BRAV3-KLBN11,BRAV3,KLBN11
BRAV3-LREN3,BRAV3,LREN3
BRAV3-MOTV3,BRAV3,MOTV3
BRAV3-MRFG3,BRAV3,MRFG3
BRAV3-MRVE3,BRAV3,MRVE3
BRAV3-MULT3,BRAV3,MULT3
BRAV3-NATU3,BRAV3,NATU3
BRAV3-PETR3,BRAV3,PETR3
BRAV3-PETR4,BRAV3,PETR4
BRAV3-PETZ3,BRAV3,PETZ3
BRAV3-POMO4,BRAV3,POMO4
BRAV3-PRIO3,BRAV3,PRIO3
BRAV3-PSSA3,BRAV3,PSSA3
BRAV3-RADL3,BRAV3,RADL3
BRAV3-RAIL3,BRAV3,RAIL3
BRAV3-RAIZ4,BRAV3,RAIZ4
BRAV3-RDOR3,BRAV3,RDOR3
BRAV3-RECV3,BRAV3,RECV3
BRAV3-RENT3,BRAV3,RENT3
BRAV3-SANB11,BRAV3,SANB11
BRAV3-SBSP3,BRAV3,SBSP3
BRAV3-SLCE3,BRAV3,SLCE3
BRAV3-SMFT3,BRAV3,SMFT3
BRAV3-SMTO3,BRAV3,SMTO3
BRAV3-STBP3,BRAV3,STBP3
BRAV3-TAEE11,BRAV3,TAEE11
BRAV3-TIMS3,BRAV3,TIMS3
BRAV3-TOTS3,BRAV3,TOTS3
BRAV3-UGPA3,BRAV3,UGPA3
BRAV3-USIM5,BRAV3,USIM5
BRAV3-VALE3,BRAV3,VALE3
BRAV3-VAMO3,BRAV3,VAMO3
BRAV3-VIVA3,BRAV3,VIVA3
BRAV3-VIVT3,BRAV3,VIVT3
BRAV3-WEGE3,BRAV3,WEGE3
BRAV3-YDUQ3,BRAV3,YDUQ3
BRFS3-BRKM5,BRFS3,BRKM5
BRFS3-CMIG4,BRFS3,CMIG4
BRFS3-CMIN3,BRFS3,CMIN3
BRFS3-COGN3,BRFS3,COGN3
BRFS3-CPFE3,BRFS3,CPFE3
BRFS3-CPLE6,BRFS3,CPLE6
BRFS3-CSAN3,BRFS3,CSAN3
BRFS3-CSNA3,BRFS3,CSNA3
BRFS3-CVCB3,BRFS3,CVCB3
BRFS3-CXSE3,BRFS3,CXSE3
BRFS3-CYRE3,BRFS3,CYRE3
BRFS3-DIRR3,BRFS3,DIRR3
BRFS3-EGIE3,BRFS3,EGIE3
BRFS3-ELET3,BRFS3,ELET3
BRFS3-ELET6,BRFS3,ELET6
BRFS3-EMBR3,BRFS3,EMBR3
BRFS3-ENEV3,BRFS3,ENEV3
BRFS3-ENGI11,BRFS3,ENGI11
BRFS3-EQTL3,BRFS3,EQTL3
BRFS3-FLRY3,BRFS3,FLRY3
BRFS3-GGBR4,BRFS3,GGBR4
BRFS3-GOAU4,BRFS3,GOAU4
BRFS3-HYPE3,BRFS3,HYPE3
BRFS3-IGTI11,BRFS3,IGTI11
BRFS3-ISAE4,BRFS3,ISAE4
BRFS3-ITSA4,BRFS3,ITSA4
BRFS3-ITUB4,BRFS3,ITUB4
BRFS3-KLBN11,BRFS3,KLBN11
BRFS3-LREN3,BRFS3,LREN3
BRFS3-MOTV3,BRFS3,MOTV3
BRFS3-MRFG3,BRFS3,MRFG3
BRFS3-MRVE3,BRFS3,MRVE3
BRFS3-MULT3,BRFS3,MULT3
BRFS3-NATU3,BRFS3,NATU3
BRFS3-PETR3,BRFS3,PETR3
BRFS3-PETR4,BRFS3,PETR4
BRFS3-PETZ3,BRFS3,PETZ3
BRFS3-POMO4,BRFS3,POMO4
BRFS3-PRIO3,BRFS3,PRIO3
BRFS3-PSSA3,BRFS3,PSSA3
BRFS3-RADL3,BRFS3,RADL3
BRFS3-RAIL3,BRFS3,RAIL3
BRFS3-RAIZ4,BRFS3,RAIZ4
BRFS3-RDOR3,BRFS3,RDOR3
BRFS3-RECV3,BRFS3,RECV3
BRFS3-RENT3,BRFS3,RENT3
BRFS3-SANB11,BRFS3,SANB11
BRFS3-SBSP3,BRFS3,SBSP3
BRFS3-SLCE3,BRFS3,SLCE3
BRFS3-SMFT3,BRFS3,SMFT3
BRFS3-SMTO3,BRFS3,SMTO3
BRFS3-STBP3,BRFS3,STBP3
BRFS3-TAEE11,BRFS3,TAEE11
BRFS3-TIMS3,BRFS3,TIMS3
BRFS3-TOTS3,BRFS3,TOTS3
BRFS3-UGPA3,BRFS3,UGPA3
BRFS3-USIM5,BRFS3,USIM5
BRFS3-VALE3,BRFS3,VALE3
BRFS3-VAMO3,BRFS3,VAMO3
BRFS3-VIVA3,BRFS3,VIVA3
BRFS3-VIVT3,BRFS3,VIVT3
BRFS3-WEGE3,BRFS3,WEGE3
BRFS3-YDUQ3,BRFS3,YDUQ3
BRKM5-CMIG4,BRKM5,CMIG4
BRKM5-CMIN3,BRKM5,CMIN3
BRKM5-COGN3,BRKM5,COGN3
BRKM5-CPFE3,BRKM5,CPFE3
BRKM5-CPLE6,BRKM5,CPLE6
BRKM5-CSAN3,BRKM5,CSAN3
BRKM5-CSNA3,BRKM5,CSNA3
BRKM5-CVCB3,BRKM5,CVCB3
BRKM5-CXSE3,BRKM5,CXSE3
BRKM5-CYRE3,BRKM5,CYRE3
BRKM5-DIRR3,BRKM5,DIRR3
BRKM5-EGIE3,BRKM5,EGIE3
BRKM5-ELET3,BRKM5,ELET3
BRKM5-ELET6,BRKM5,ELET6
BRKM5-EMBR3,BRKM5,EMBR3
BRKM5-ENEV3,BRKM5,ENEV3
BRKM5-ENGI11,BRKM5,ENGI11
BRKM5-EQTL3,BRKM5,EQTL3
BRKM5-FLRY3,BRKM5,FLRY3
BRKM5-GGBR4,BRKM5,GGBR4
BRKM5-GOAU4,BRKM5,GOAU4
BRKM5-HYPE3,BRKM5,HYPE3
BRKM5-IGTI11,BRKM5,IGTI11
BRKM5-ISAE4,BRKM5,ISAE4
BRKM5-ITSA4,BRKM5,ITSA4
BRKM5-ITUB4,BRKM5,ITUB4
BRKM5-KLBN11,BRKM5,KLBN11
BRKM5-LREN3,BRKM5,LREN3
BRKM5-MOTV3,BRKM5,MOTV3
BRKM5-MRFG3,BRKM5,MRFG3
BRKM5-MRVE3,BRKM5,MRVE3
BRKM5-MULT3,BRKM5,MULT3
BRKM5-NATU3,BRKM5,NATU3
BRKM5-PETR3,BRKM5,PETR3
BRKM5-PETR4,BRKM5,PETR4
BRKM5-PETZ3,BRKM5,PETZ3
BRKM5-POMO4,BRKM5,POMO4
BRKM5-PRIO3,BRKM5,PRIO3
BRKM5-PSSA3,BRKM5,PSSA3
BRKM5-RADL3,BRKM5,RADL3
BRKM5-RAIL3,BRKM5,RAIL3
BRKM5-RAIZ4,BRKM5,RAIZ4
BRKM5-RDOR3,BRKM5,RDOR3
BRKM5-RECV3,BRKM5,RECV3
BRKM5-RENT3,BRKM5,RENT3
BRKM5-SANB11,BRKM5,SANB11
BRKM5-SBSP3,BRKM5,SBSP3
BRKM5-SLCE3,BRKM5,SLCE3
BRKM5-SMFT3,BRKM5,SMFT3
BRKM5-SMTO3,BRKM5,SMTO3
BRKM5-STBP3,BRKM5,STBP3
BRKM5-TAEE11,BRKM5,TAEE11
BRKM5-TIMS3,BRKM5,TIMS3
BRKM5-TOTS3,BRKM5,TOTS3
BRKM5-UGPA3,BRKM5,UGPA3
BRKM5-USIM5,BRKM5,USIM5
BRKM5-VALE3,BRKM5,VALE3
BRKM5-VAMO3,BRKM5,VAMO3
BRKM5-VIVA3,BRKM5,VIVA3
BRKM5-VIVT3,BRKM5,VIVT3
BRKM5-WEGE3,BRKM5,WEGE3
BRKM5-YDUQ3,BRKM5,YDUQ3
CMIG4-CMIN3,CMIG4,CMIN3
CMIG4-COGN3,CMIG4,COGN3
CMIG4-CPFE3,CMIG4,CPFE3
CMIG4-CPLE6,CMIG4,CPLE6
CMIG4-CSAN3,CMIG4,CSAN3
CMIG4-CSNA3,CMIG4,CSNA3
CMIG4-CVCB3,CMIG4,CVCB3
CMIG4-CXSE3,CMIG4,CXSE3
CMIG4-CYRE3,CMIG4,CYRE3
CMIG4-DIRR3,CMIG4,DIRR3
CMIG4-EGIE3,CMIG4,EGIE3
CMIG4-ELET3,CMIG4,ELET3
CMIG4-ELET6,CMIG4,ELET6
CMIG4-EMBR3,CMIG4,EMBR3
CMIG4-ENEV3,CMIG4,ENEV3
CMIG4-ENGI11,CMIG4,ENGI11
CMIG4-EQTL3,CMIG4,EQTL3
CMIG4-FLRY3,CMIG4,FLRY3
CMIG4-GGBR4,CMIG4,GGBR4
CMIG4-GOAU4,CMIG4,GOAU4
CMIG4-HYPE3,CMIG4,HYPE3
CMIG4-IGTI11,CMIG4,IGTI11
CMIG4-ISAE4,CMIG4,ISAE4
CMIG4-ITSA4,CMIG4,ITSA4
CMIG4-ITUB4,CMIG4,ITUB4
CMIG4-KLBN11,CMIG4,KLBN11
CMIG4-LREN3,CMIG4,LREN3
CMIG4-MOTV3,CMIG4,MOTV3
CMIG4-MRFG3,CMIG4,MRFG3
CMIG4-MRVE3,CMIG4,MRVE3
CMIG4-MULT3,CMIG4,MULT3
CMIG4-NATU3,CMIG4,NATU3
CMIG4-PETR3,CMIG4,PETR3
CMIG4-PETR4,CMIG4,PETR4
CMIG4-PETZ3,CMIG4,PETZ3
CMIG4-POMO4,CMIG4,POMO4
CMIG4-PRIO3,CMIG4,PRIO3
CMIG4-PSSA3,CMIG4,PSSA3
CMIG4-RADL3,CMIG4,RADL3
CMIG4-RAIL3,CMIG4,RAIL3
CMIG4-RAIZ4,CMIG4,RAIZ4
CMIG4-RDOR3,CMIG4,RDOR3
CMIG4-RECV3,CMIG4,RECV3
CMIG4-RENT3,CMIG4,RENT3
CMIG4-SANB11,CMIG4,SANB11
CMIG4-SBSP3,CMIG4,SBSP3
CMIG4-SLCE3,CMIG4,SLCE3
CMIG4-SMFT3,CMIG4,SMFT3
CMIG4-SMTO3,CMIG4,SMTO3
CMIG4-STBP3,CMIG4,STBP3
CMIG4-TAEE11,CMIG4,TAEE11
CMIG4-TIMS3,CMIG4,TIMS3
CMIG4-TOTS3,CMIG4,TOTS3
CMIG4-UGPA3,CMIG4,UGPA3
CMIG4-USIM5,CMIG4,USIM5
CMIG4-VALE3,CMIG4,VALE3
CMIG4-VAMO3,CMIG4,VAMO3
CMIG4-VIVA3,CMIG4,VIVA3
CMIG4-VIVT3,CMIG4,VIVT3
CMIG4-WEGE3,CMIG4,WEGE3
CMIG4-YDUQ3,CMIG4,YDUQ3
CMIN3-COGN3,CMIN3,COGN3
CMIN3-CPFE3,CMIN3,CPFE3
CMIN3-CPLE6,CMIN3,CPLE6
CMIN3-CSAN3,CMIN3,CSAN3
CMIN3-CSNA3,CMIN3,CSNA3
CMIN3-CVCB3,CMIN3,CVCB3
CMIN3-CXSE3,CMIN3,CXSE3
CMIN3-CYRE3,CMIN3,CYRE3
CMIN3-DIRR3,CMIN3,DIRR3
CMIN3-EGIE3,CMIN3,EGIE3
CMIN3-ELET3,CMIN3,ELET3
CMIN3-ELET6,CMIN3,ELET6
CMIN3-EMBR3,CMIN3,EMBR3
CMIN3-ENEV3,CMIN3,ENEV3
CMIN3-ENGI11,CMIN3,ENGI11
CMIN3-EQTL3,CMIN3,EQTL3
CMIN3-FLRY3,CMIN3,FLRY3
CMIN3-GGBR4,CMIN3,GGBR4
